"User_Mac","domain_name","domain_type","web_detail","device","Adult Content","multimedia hosting","Networking/ISP","ad content","microsoft/google/bing","moview review/ticket booking","music hosting","eCommerce","online cloud","Social networking","Travel and Resturants","total"
"00:27:06:17:70:83",".net","Internet based services","ad content","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","ad content"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","ad content",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","ad content"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","ad content"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","ad content"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".biz","business","multimedia hosting","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".biz","business","multimedia hosting"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".biz","business","multimedia hosting",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".biz","business","multimedia hosting"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".biz","business","multimedia hosting"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".biz","business","multimedia hosting"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services",NA,"Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services",NA," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services",NA,NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services",NA," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services",NA," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services",NA," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","music hosting","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","music hosting"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","music hosting",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","music hosting"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","music hosting"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","music hosting"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","Networking/ISP","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","Networking/ISP"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","Networking/ISP",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","Networking/ISP"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","Networking/ISP"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","Networking/ISP"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","multimedia hosting","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","multimedia hosting"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","multimedia hosting",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","multimedia hosting"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","multimedia hosting"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","multimedia hosting"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","online cloud","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","online cloud"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","online cloud",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","online cloud"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","online cloud"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","online cloud"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","ad content","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","ad content"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","ad content",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","ad content"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","ad content"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","ad content"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website",NA,"Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website",NA," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website",NA,NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website",NA," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website",NA," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website",NA," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","music hosting","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","music hosting"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","music hosting",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","music hosting"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","music hosting"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","music hosting"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","Adult Content","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","Adult Content"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","Adult Content",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","Adult Content"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","Adult Content"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","Adult Content"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","eCommerce","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","eCommerce"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","eCommerce",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","eCommerce"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","eCommerce"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","eCommerce"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","online cloud","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","online cloud"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","online cloud",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","online cloud"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","online cloud"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","online cloud"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","microsoft/google/bing","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","microsoft/google/bing"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","microsoft/google/bing",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","microsoft/google/bing"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","microsoft/google/bing"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","microsoft/google/bing"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","ad content","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","ad content"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","ad content",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","ad content"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","ad content"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","ad content"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial",NA,"Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial",NA," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial",NA,NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial",NA," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial",NA," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial",NA," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","multimedia hosting","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","multimedia hosting"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","multimedia hosting",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","multimedia hosting"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","multimedia hosting"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","multimedia hosting"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","microsoft/google/bing","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","microsoft/google/bing"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","microsoft/google/bing",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","microsoft/google/bing"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","microsoft/google/bing"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".com","Commercial","microsoft/google/bing"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","online cloud","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","online cloud"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","online cloud",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","online cloud"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","online cloud"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","online cloud"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","multimedia hosting","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","multimedia hosting"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","multimedia hosting",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","multimedia hosting"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","multimedia hosting"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","multimedia hosting"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","Adult Content","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","Adult Content"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","Adult Content",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","Adult Content"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","Adult Content"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","Adult Content"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","music hosting","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","music hosting"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","music hosting",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","music hosting"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","music hosting"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","music hosting"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","music hosting","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","music hosting"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","music hosting",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","music hosting"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","music hosting"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".net","Internet based services","music hosting"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","music hosting","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","music hosting"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","music hosting",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","music hosting"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","music hosting"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","music hosting"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".vc","NULL",NA,"Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".vc","NULL",NA," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".vc","NULL",NA,NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".vc","NULL",NA," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".vc","NULL",NA," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".vc","NULL",NA," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".tv","multimedia website","ad content","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".tv","multimedia website","ad content"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".tv","multimedia website","ad content",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".tv","multimedia website","ad content"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".tv","multimedia website","ad content"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".tv","multimedia website","ad content"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","multimedia hosting","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","multimedia hosting"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","multimedia hosting",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","multimedia hosting"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","multimedia hosting"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","multimedia hosting"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","ad content","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","ad content"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","ad content",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","ad content"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","ad content"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","ad content"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","microsoft/google/bing","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","microsoft/google/bing"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","microsoft/google/bing",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","microsoft/google/bing"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","microsoft/google/bing"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".in","indian website","microsoft/google/bing"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".uk","commercial/united kingdom","Adult Content","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".uk","commercial/united kingdom","Adult Content"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".uk","commercial/united kingdom","Adult Content",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".uk","commercial/united kingdom","Adult Content"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".uk","commercial/united kingdom","Adult Content"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".uk","commercial/united kingdom","Adult Content"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".vc","NULL","multimedia hosting","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".vc","NULL","multimedia hosting"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".vc","NULL","multimedia hosting",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".vc","NULL","multimedia hosting"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".vc","NULL","multimedia hosting"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".vc","NULL","multimedia hosting"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","microsoft/google/bing","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","microsoft/google/bing"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","microsoft/google/bing",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","microsoft/google/bing"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","microsoft/google/bing"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","microsoft/google/bing"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".uk","commercial/united kingdom","ad content","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".uk","commercial/united kingdom","ad content"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".uk","commercial/united kingdom","ad content",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".uk","commercial/united kingdom","ad content"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".uk","commercial/united kingdom","ad content"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".uk","commercial/united kingdom","ad content"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","multimedia hosting","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","multimedia hosting"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","multimedia hosting",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","multimedia hosting"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","multimedia hosting"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".me","NUll","multimedia hosting"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","music hosting","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","music hosting"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","music hosting",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","music hosting"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","music hosting"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".org","non profit","music hosting"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","ad content","Sansui-SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","ad content"," MSIE 10",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","ad content",NA,227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","ad content"," Sansui_SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","ad content"," Sansui SA50",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:27:06:17:70:83",".mobi","mobile website","ad content"," Sansui",227,3068,775,2085,606,0,180,5,130,3,0,7079
"00:73:8d:81:75:0b",".in","indian website","Networking/ISP"," Micromax A200",0,0,16,0,0,0,0,0,0,0,0,16
"00:ba:52:ec:bd:80",".com","Commercial",NA,NA,0,0,19,0,0,0,0,0,0,0,0,19
"00:ba:52:ec:bd:80",".com","Commercial",NA,"U;",0,0,19,0,0,0,0,0,0,0,0,19
"00:ba:52:ec:bd:80",".com","Commercial","Networking/ISP",NA,0,0,19,0,0,0,0,0,0,0,0,19
"00:ba:52:ec:bd:80",".com","Commercial","Networking/ISP","U;",0,0,19,0,0,0,0,0,0,0,0,19
"00:ba:52:ec:bd:80",".in","indian website","Networking/ISP",NA,0,0,19,0,0,0,0,0,0,0,0,19
"00:ba:52:ec:bd:80",".in","indian website","Networking/ISP","U;",0,0,19,0,0,0,0,0,0,0,0,19
"00:ee:bd:0a:b9:a0",".in","indian website","microsoft/google/bing"," HTC_D",0,126,500,292,92,0,351,5,0,2,0,1368
"00:ee:bd:0a:b9:a0",".in","indian website","microsoft/google/bing"," HTC D",0,126,500,292,92,0,351,5,0,2,0,1368
